productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,productkeywords,productnameshort,productweight,freeshippingitem,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription
M8002,M8002,Medik8 poreCleanse,,,Y,0,6/3/2015 11:38,,,,Medik8 poreCleanse,Medik8 poreCleanse,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
M8003,M8003,Medik8 poreCleanse Gel,,,,0,6/3/2015 11:38,,,,Medik8 poreCleanse,Medik8 poreCleanse Gel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
M8004,M8004,Medik8 betaCleanse,,,,1,6/2/2015 13:30,,,,Medik8 betaCleanse,Medik8 betaCleanse,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
M8005,M8005,Medik8 Red Alert Cleanse,,,,2,6/4/2015 12:20,,,,Medik8 Red Alert Cleanse,Medik8 Red Alert Cleanse,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
M8006,M8006,Medik8 creamCleanse,,,,1,6/3/2015 11:38,,,,Medik8 cream Cleanse,Medik8 creamCleanse,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
M8007,M8007,Medik8 clayMask,,,,0,6/3/2015 11:38,,,,Medik8 Hydr8 Day Normal - Dry Skin,Medik8 clayMask,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,,,,N,,N,N,,,Moisturisers & creams
M8009,M8009,Medik8 CE-Tetra,,,,1,2/13/2015 10:46,,,,Medik8 CE-Tetra,Medik8 CE-Tetra,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8009-0001,M8009-0001,Medik8 CE-Tetra + 0.3mm Dermal Roller,,,Y,1,2/3/2015 13:58,,M8009,,Medik8 CE-Tetra,Medik8 CE-Tetra + 0.3mm Dermal Roller,0.5,N,,,,,N,,N,N,,,Serums & gels
M8010,M8010,Medik8 C-Tetra,,,,2,12/4/2015 11:49,,,,Medik8 C-Tetra,Medik8 C-Tetra,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8011,M8011,Medik8 CE Thione,,,,0,11/17/2014 21:55,,,,Medik8 Hydr8 Day Normal - Oily Skin,Medik8 CE Thione,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8012,M8012,Medik8 Blue AOX,,,,0,11/13/2015 17:07,,,,Medik8 Blue AOX,Medik8 Blue AOX,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8012-0001,M8012-0001,Medik8 Blue AOX + 0.3mm Dermal Roller,,,Y,0,2/3/2015 14:00,,M8012,,Medik8 Blue AOX,Medik8 Blue AOX + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Serums & gels
M8014,M8014,Medik8 Retinol Eye TR,,,,1,8/6/2015 10:40,,,,Medik8 Eye TR,Medik8 Retinol Eye TR,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
M8016,M8016,Medik8 Retinol 3 TR,,,,0,7/14/2015 12:11,,,,Medik8 Retinol 3 TR,Medik8 Retinol 3 TR,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8016-0001,M8016-0001,Medik8 Retinol 3 TR + 0.3mm Dermal Roller,,,Y,0,2/13/2015 14:58,,M8016,,Medik8 Retinol 3 TR,Medik8 Retinol 3 TR + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Serums & gels
M8017,M8017,Medik8 White Balance Click,,,,6,12/4/2015 11:49,,,,"Medik8 White Balance serum, depigmenting serum, white balance, pigmentation,",Medik8 White Balance Click,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8017-0001,M8017-0001,Medik8 White Balance Click + 0.3mm Dermal Roller,,,Y,6,2/24/2015 10:44,,M8017,M8017,"Medik8 White Balance serum, depigmenting serum, white balance, pigmentation,",Medik8 White Balance Click + 0.3mm Dermal Roller,0.5,N,,,,,N,,N,N,,,Serums & gels
M8017P,M8017P,Medik8 White Balance Serum Professional 60ml,,,Y,2,11/17/2014 21:55,,,,"Medik8 White Balance serum, depigmenting serum, white balance, pigmentation,",Medik8 White Balance Serum Professional 60ml,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8018,M8018,Medik8 Red Alert Serum,,,,2,7/31/2015 13:23,,,,Medik8 Red Alert Anti-Redness Serum,Medik8 Red Alert Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8019,M8019,Medik8 Dark Circles,,,,1,6/10/2015 16:23,,,,"dark circles, medik8, under eye,",Medik8 Dark Circles,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
M8020P,M8020P,Medik8 Firma Derma Serum Professional 60ml,,,Y,5,10/9/2015 10:23,,,,"firma derma, serum, skin firming, medik8",Medik8 Firma Derma Serum Professional 60ml,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8022,M8022,Medik8 betaGel,,,,1,12/9/2015 14:32,,,,"Medik8 Acne Kit, Beta Gel",Medik8 betaGel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8023,M8023,Medik8 Physical Sunscreen,,,,0,6/9/2015 10:20,,,,"Medik8 Acne Kit, Beta Gel",Medik8 Physical Sunscreen,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
M8024,M8024,Medik8 Hydr8 Day Normal/Dry SPF25,,,,1,11/17/2014 21:55,,,,Medik8 Hydr8 Pro Collagen Hydrator,Medik8 Hydr8 Day Normal/Dry SPF25,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
M8025,M8025,Medik8 Hydr8 Day Normal/Oily SPF25,,,,2,11/17/2014 21:55,,,,Medik8 Hydr8 Pro Collagen Hydrator,Medik8 Hydr8 Day Normal/Oily SPF25,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
M8026,M8026,Medik8 Hydr8 B5 Serum,,,,4,1/8/2016 12:18,,,,Medik8 Hydr8 B5 Serum,Medik8 Hydr8 B5 Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8026-0001,M8026-0001,Medik8 Hydr8 B5 Serum + 0.3mm Dermal Roller,,,Y,4,7/20/2015 15:53,,M8026,M8026,Medik8 Hydr8 B5 Serum,Medik8 Hydr8 B5 Serum + 0.3mm Dermal Roller,0.5,N,,,,,N,,N,N,,,Serums & gels
M8027,M8027,Medik8 Hydr8 Night,,,,1,10/9/2015 10:27,,,,Medik8 Hydr8 Night,Medik8 Hydr8 Night,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
M8028,M8028,Medik8 beta Moisturise (formerly Hydr8 Beta),,,,0,11/17/2014 21:55,,,,Medik8 Hydr8 Beta,Medik8 beta Moisturise (formerly Hydr8 Beta),0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8029,M8029,Medik8 Hydr8 Day XD - Growth Factor,,,,0,11/17/2014 21:55,,,,Medik8 Hydr8 Beta,Medik8 Hydr8 Day XD - Growth Factor,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8030,M8030,Medik8 Hydr8 Body,,,,1,11/17/2014 21:55,,,,Medik8 Hydr8 Body,Medik8 Hydr8 Body,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Body Lotion,,,,N,,N,N,,,Body oils
M8032,M8032,Medik8 Lipomelt Forte Body,,,Y,0,11/17/2014 21:55,,,,Medik8 Lipomelt Forte Body,Medik8 Lipomelt Forte Body,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Body Lotion,,,,N,,N,N,,,Body oils
M8032-0001,M8032-0001,Medik8 Lipomelt Forte Body + 0.3mm Dermal Roller,,,Y,0,11/13/2014 12:50,,M8032,,Medik8 Lipomelt Forte Body,Medik8 Lipomelt Forte Body + 0.3mm Dermal Roller,0.5,N,,,,,,,,,,,Body oils
M8038,M8038,Medik8 Firewall Anti Ageing Serum,,,,1,10/9/2015 10:29,,,,Medik8 Firewall Anti Ageing Serum,Medik8 Firewall Anti Ageing Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
M8116,M8116,Medik8 Retinol 6 TR,,,,3,12/4/2015 11:49,,,,Medik8 Retinol 6 TR,Medik8 Retinol 6 TR,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
MF01,MF01,Magnifibres Brush-on False Lashes,,,,92,9/18/2015 9:48,,,,"Magnifibres, lash construct, lash enhancer, brush on lashes, false lashes",Magnifibres Brush-on False Lashes,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyelash Growth Treatments,,,,N,,N,N,,,"Makeup, Eyecare"
NE001,NE001,NeoStrata Clarifying Facial Cleanser 4% PHA,,,,3,12/8/2015 10:50,,,,"Ceuticals, Clarifying Facial Cleanser PHA",NeoStrata Clarifying Facial Cleanser 4% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
NE001-2,NE001-2,NeoStrata Clarifying Facial Cleanser 4% PHA Double Pack,,,,0,1/20/2016 12:47,,,,Ceuticals Clarifying Facial Cleanser PHA,NeoStrata Clarifying Facial Cleanser Double,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
NE003,NE003,NeoStrata Nail Conditioning Solution,,,,0,4/1/2015 14:58,,,,Neostrata Nail Conditioning Solution,NeoStrata Nail Conditioning Solution,0.5,N,Health & Beauty > Personal Care > Cosmetics > Nail Care,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
NE004,NE004,NeoStrata Problem Dry Skin Cream,,,,7,12/16/2015 11:28,,,,"problem dry skin cream, neostrata",NeoStrata Problem Dry Skin Cream,0.5,N,Health & Beauty > Personal Care > Foot Care,,,,N,,N,N,,,Moisturisers & creams
NE004-2,NE004-2,NeoStrata Problem Dry Skin Cream Double Pack,,,,1,1/20/2016 12:47,,,,"problem dry skin cream, neostrata",NeoStrata Problem Dry Skin Cream Double Pack,0.5,N,Health & Beauty > Personal Care > Foot Care,,,,N,,N,N,,,Moisturisers & creams
NE006,NE006,NeoStrata Spot Treatment Gel,,,,4,12/1/2015 11:37,,,,Neostrata Spot Treatment Gel,NeoStrata Spot Treatment Gel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Acne Treatments & Kits,,,,N,,N,N,,,"Serums & gels, Supplements"
NE008,NE008,NeoStrata Oily Skin Solution,,,,1,8/17/2015 9:13,,,,Neostrata Oily Skin Solution,NeoStrata Oily Skin Solution,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Acne Treatments & Kits,,,,N,,N,N,,,"Serums & gels, Supplements"
NE012,NE012,NeoStrata Ultra Daytime Smoothing Cream SPF15,,,,2,8/21/2015 12:40,,,,NeoStrata Ultra Daytime Smoothing Cream SPF15,NeoStrata Ultra Daytime Smoothing Cream SPF15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,,,,,,,Moisturisers & creams
NE013,NE013,NeoStrata Ultra Smoothing Cream 10% AHA,,,,5,12/11/2015 12:48,,,,"ultra smoothing cream, neostrata,",NeoStrata Ultra Smoothing Cream 10% AHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,,,,,,,Moisturisers & creams
NE014,NE014,NeoStrata Ultra Smoothing Lotion,,,,6,7/8/2015 11:06,,,,"ultra smoothing cream, neostrata,",NeoStrata Ultra Smoothing Lotion,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Body Lotion,,,,N,,N,N,,,Moisturisers & creams
NE015,NE015,NeoStrata Citriate SRS Antioxidant Peel Booster,,,Y,0,1/13/2016 11:03,,,,"citriate, antioxidant srs peel booster, neostrata,",NeoStrata Citriate SRS Antioxidant Peel Booster,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,,,,N,,N,N,,,"Serums & gels, Supplements"
NE016,NE016,NeoStrata Citriate SRS Brightening Peel Booster,,,,1,10/19/2015 15:06,,,,"citriate, brightening srs peel booster, neostrata,",NeoStrata Citriate SRS Brightening Peel Booster,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,,,,N,,N,N,,,"Serums & gels, Supplements"
NE017,NE017,NeoStrata Citriate SRS Clarifying Peel Booster,,,Y,0,10/29/2015 16:06,,,,"citriate, clarifying srs peel booster, neostrata,",NeoStrata Citriate SRS Clarifying Peel Booster,0.5,N,,,,,N,,N,N,,,"Serums & gels, Supplements"
NE019,NE019,NeoStrata Bio-Hydrating Cream 15% PHA,,,,4,12/16/2015 11:28,,,,"bio hydrating cream, neostrata,",NeoStrata Bio-Hydrating Cream 15% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE020,NE020,NeoStrata Bionic Eye Cream Plus 4% PHA,,,,3,1/11/2016 9:52,,,,"bionic eye cream plus, neostrata, pha, vitamin k,",NeoStrata Bionic Eye Cream Plus 4% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
NE021,NE021,NeoStrata Bionic Face Cream,,,,4,12/16/2015 11:28,,,,"bionic face cream, neostrata, 12% pha,",NeoStrata Bionic Face Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE022,NE022,NeoStrata Bionic Face Serum 10% PHA,,,,2,12/16/2015 11:33,,,,NeoStrata Bionic Face Serum 10% PHA,NeoStrata Bionic Face Serum 10% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
NE023,NE023,NeoStrata Bionic Lotion 15 PHA,,,,3,12/16/2015 11:28,,,,NeoStrata Bionic Lotion 15 PHA,NeoStrata Bionic Lotion 15 PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE026,NE026,NeoStrata Daytime Protection Cream SPF 15,,,,4,7/8/2015 11:08,,,,"daytime protection cream, neostrata, spf, pha,",NeoStrata Daytime Protection Cream SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,,,,,,,Moisturisers & creams
NE027,NE027,NeoStrata Eye Cream 4% PHA,,,,3,7/31/2015 13:23,,,,"eye cream, neostrata, pha,",NeoStrata Eye Cream 4% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
NE028,NE028,NeoStrata Ultra Moisturising Face Cream 10% PHA,,,,3,7/8/2015 11:07,,,,Neostrata Face Cream 10% PHA,NeoStrata Ultra Moisturising Face Cream 10% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE029,NE029,NeoStrata Facial Cleanser 4% PHA,,,,3,7/8/2015 11:06,,,,NeoStrata Facial Cleanser 4% PHA,NeoStrata Facial Cleanser 4% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
NE032,NE032,NeoStrata Oil-Control Gel AHA,,,,3,7/8/2015 11:06,,,,NeoStrata Oil-Control Gel AHA,NeoStrata Oil-Control Gel AHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,,,,,,,"Serums & gels, Supplements"
NE033,NE033,NeoStrata Sheer Physical Protection SPF 50,10/23/2015 0:00,,,1,10/26/2015 14:17,,,,"NeoStrata Sheer Physical Protection SPF 50, suncream, sun protection",NeoStrata Sheer Physical Protection SPF 50,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
NE034,NE034,NeoStrata Renewal Cream 12% PHA,,,,3,10/9/2015 10:58,,,,Neostrata Renewal Cream 12% PHA,NeoStrata Renewal Cream 12% PHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
NE035,NE035,NeoStrata Face Cream Plus 15% AHA,,,,3,1/11/2016 9:52,,,,NeoStrata Face Cream Plus 15% AHA,NeoStrata Face Cream Plus 15% AHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE036,NE036,NeoStrata Foaming Glycolic Wash 20% AHA,,,,1,10/9/2015 11:03,,,,NeoStrata Foaming Glycolic Wash 20% AHA,NeoStrata Foaming Glycolic Wash 20% AHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
NE037,NE037,NeoStrata Gel Plus 15% AHA,,,,1,12/16/2015 11:28,,,,NeoStrata Gel Plus 15% AHA,NeoStrata Gel Plus 15% AHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,,,,,,,Exfoliators
NE038,NE038,NeoStrata Lotion Plus,,,,1,7/8/2015 11:47,,,,NeoStrata Lotion Plus,NeoStrata Lotion Plus,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE039,NE039,NeoStrata High Potency Cream 20% AHA,,,,4,12/16/2015 11:28,,,,NeoStrata High Potency Cream 20% AHA,NeoStrata High Potency Cream 20% AHA,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE040,NE040,NeoStrata Ultra Brightening Cleanser,,,,1,9/22/2015 13:08,,,,enlighten,NeoStrata Ultra Brightening Cleanser,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
NE041,NE041,NeoStrata Enlighten Illuminating Serum,,,,1,10/9/2015 11:19,,,,enlighten,NeoStrata Enlighten Illuminating Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
NE042,NE042,NeoStrata Enlighten Pigment Controller,,,,1,1/11/2016 9:52,,,,enlighten,NeoStrata Enlighten Pigment Controller,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
NE043,NE043,NeoStrata Sheer Hydration,,,,2,10/15/2015 13:03,,,,,NeoStrata Sheer Hydration,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
NE044,NE044,NeoStrata Smooth Surface Daily Peel Pads,10/23/2015 0:00,,,2,11/10/2015 12:29,,,,NeoStrata Smooth Surface Daily Peel Pads,NeoStrata Smooth Surface Daily Peel Pads,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,Accessories
NE045,NE045,NeoStrata Enlighten Skin Brightener SPF 25,10/23/2015 0:00,,,6,12/16/2015 11:28,,,,enlighten,NeoStrata Enlighten Skin Brightener SPF 25,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
NE046,NE046,NeoStrata Enlighten Pigment Lightening Gel,10/23/2015 0:00,,,5,12/16/2015 11:28,,,,enlighten,NeoStrata Enlighten Pigment Lightening Gel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
NE101,NE101,NeoStrata Skin Active Cellular Restoration,,,,2,10/9/2015 11:32,,,,Neostrata Skin Active Cellular Restoration,NeoStrata Skin Active Cellular Restoration,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE102,NE102,NeoStrata Skin Active Matrix Support SPF 20,,,,3,1/11/2016 9:52,,,,NeoStrata Skin Active Matrix Support SPF 20,NeoStrata Skin Active Matrix Support SPF 20,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
NE103,NE103,NeoStrata Skin Active Intensive Eye Therapy,,,,2,10/9/2015 11:33,,,,NeoStrata Skin Active Intensive Eye Therapy,NeoStrata Skin Active Intensive Eye Therapy,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
NE104,NE104,NeoStrata Skin Active Exfoliating Wash,,,,2,9/18/2015 15:15,,,,NeoStrata Skin Active Exfoliating Wash,NeoStrata Skin Active Exfoliating Wash,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,Exfoliators
NE105,NE105,NeoStrata Skin Active Antioxidant Defense Serum,,,,2,10/9/2015 11:50,,,,,NeoStrata Skin Active Antioxidant Defense Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
NE106,NE106,NeoStrata Skin Active Firming Collagen Booster,,,,2,9/22/2015 11:46,,,,,NeoStrata Skin Active Firming Collagen Booster,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
NE107,NE107,NeoStrata Skin Active Line Lift Duo,,,,2,9/22/2015 11:43,,,,,NeoStrata Skin Active Line Lift Duo,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Serums & gels, Supplements"
NE108,NE108,NeoStrata Skin Active Line Lift Step 1,,,,2,4/20/2015 12:42,,,,,NeoStrata Skin Active Line Lift Step 1,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Serums & gels, Supplements"
NE109,NE109,NeoStrata Skin Active Line Lift Step 2,,,,2,6/8/2015 14:27,,,,,NeoStrata Skin Active Line Lift Step 2,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Serums & gels, Supplements"
NE110,NE110,NeoStrata Skin Active Dermal Replenishment,10/23/2015 0:00,,,6,12/11/2015 12:47,,,,,NeoStrata Skin Active Dermal Replenishment,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
NE111,NE111,NeoStrata Skin Active Triple Firming Neck Cream,10/23/2015 0:00,,,1,12/8/2015 10:45,,,,,NeoStrata Skin Active Triple Firming Neck Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
JM45,JM45,Jan Marini Skincare Management Pack - Normal/Combination Skin,5/27/2015 0:00,,,0,1/19/2016 17:15,,,,,Jan Marini Skincare Management Pack - Normal/Combi,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams"
NE201,NE201,NeoStrata Acne Skin Kit,,,,,3/3/2015 13:58,,,,Neostrata Acne Skin Kit,NeoStrata Acne Skin Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Acne Treatments & Kits,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
NE202,NE202,NeoStrata Oily Skin Kit,,,,,3/3/2015 14:47,,,,Neostrata Oily Skin Kit,NeoStrata Oily Skin Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Toners & cleansers, Serums & gels, Moisturisers & creams"
NE203,NE203,NeoStrata Pigmentation Skin Kit,,,,,10/9/2015 11:57,,,,Neostrata Oily Skin Care Regime,NeoStrata Pigmentation Skin Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Toners & cleansers, Serums & gels, Moisturisers & creams"
NE204,NE204,NeoStrata Dry Skin Kit,,,,,3/3/2015 14:50,,,,Neostrata Dry Skin Kit,NeoStrata Dry Skin Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Toners & cleansers, Serums & gels, Moisturisers & creams"
NE205,NE205,NeoStrata Sensitive Skin Kit,,,,,3/3/2015 14:52,,,,Neostrata Sensitive Skin Kit,NeoStrata Sensitive Skin Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Toners & cleansers, Serums & gels, Moisturisers & creams"
NE206,NE206,NeoStrata Strong Anti-Ageing Kit,,,,,3/3/2015 14:53,,,,Neostrata Strong Anti-Ageing Kit,NeoStrata Strong Anti-Ageing Kit,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Toners & cleansers, Serums & gels, Moisturisers & creams"
